lenght1,angle1,lenght2,angle2,lenght3,angle3,lenght4,angle4,result,radius1,radius2,radius3
25.0,0,44.721,135,25.0,-135,25.0,-45,0,8991042.967,711373504.271,52529.793
25.0,0,44.721,135,25.0,-135,25.0,45,0,8991042.967,711373504.271,269194267.907
25.0,0,44.721,135,25.0,-135,25.0,135,0,8991042.967,711373504.271,1309253776.087
25.0,0,44.721,135,25.0,-135,44.721,-135,0,8991042.967,711373504.271,267972908.496
25.0,0,44.721,135,25.0,-135,44.721,-45,0,8991042.967,711373504.271,137019.266
25.0,0,44.721,135,25.0,-135,44.721,45,0,8991042.967,711373504.271,331434740.699
25.0,0,44.721,135,25.0,-135,44.721,135,0,8991042.967,711373504.271,1781553763.743
25.0,0,44.721,135,25.0,-135,80.0,-135,0,8991042.967,711373504.271,458476818.362
25.0,0,44.721,135,25.0,-135,80.0,-45,0,8991042.967,711373504.271,387328.036
25.0,0,44.721,135,25.0,-135,80.0,45,0,8991042.967,711373504.271,458909536.164
25.0,0,44.721,135,25.0,-135,80.0,135,0,8991042.967,711373504.271,2807551308.317
25.0,0,44.721,135,44.721,-135,25.0,-135,0,8991042.967,929754451.246,107004057.74
25.0,0,44.721,135,44.721,-135,25.0,-45,0,8991042.967,929754451.246,20374207.21
25.0,0,44.721,135,44.721,-135,25.0,45,0,8991042.967,929754451.246,1717427508.466
25.0,0,44.721,135,44.721,-135,25.0,135,0,8991042.967,929754451.246,4083423520.436
25.0,0,44.721,135,44.721,-135,44.721,-135,0,8991042.967,929754451.246,140349709.142
25.0,0,44.721,135,44.721,-135,44.721,-45,0,8991042.967,929754451.246,33541830.163
25.0,0,44.721,135,44.721,-135,44.721,45,0,8991042.967,929754451.246,2038736852.563
25.0,0,44.721,135,44.721,-135,44.721,135,0,8991042.967,929754451.246,5167870085.425
25.0,0,44.721,135,44.721,-135,80.0,-135,0,8991042.967,929754451.246,211267100.271
25.0,0,44.721,135,44.721,-135,80.0,-45,0,8991042.967,929754451.246,65242895.314
25.0,0,44.721,135,44.721,-135,80.0,45,0,8991042.967,929754451.246,2682218248.565
25.0,0,44.721,135,44.721,-135,80.0,135,0,8991042.967,929754451.246,7426045454.746
25.0,0,44.721,135,80.0,-135,25.0,-135,0,8991042.967,1393231061.598,155231.898
25.0,0,44.721,135,80.0,-135,25.0,-45,0,8991042.967,1393231061.598,1127208205.785
25.0,0,44.721,135,80.0,-135,25.0,45,0,8991042.967,1393231061.598,14392631562.334
25.0,0,44.721,135,80.0,-135,25.0,135,0,8991042.967,1393231061.598,19054924810.857
25.0,0,44.721,135,80.0,-135,44.721,-135,0,8991042.967,1393231061.598,182846.134
25.0,0,44.721,135,80.0,-135,44.721,-45,0,8991042.967,1393231061.598,1467550494.39
25.0,0,44.721,135,80.0,-135,44.721,45,0,8991042.967,1393231061.598,16406672460.759
25.0,0,44.721,135,80.0,-135,44.721,135,0,8991042.967,1393231061.598,22489698873.828
25.0,0,44.721,135,80.0,-135,80.0,-135,0,8991042.967,1393231061.598,237881.786
25.0,0,44.721,135,80.0,-135,80.0,-45,0,8991042.967,1393231061.598,2188232891.791
25.0,0,44.721,135,80.0,-135,80.0,45,0,8991042.967,1393231061.598,20338491603.982
25.0,0,44.721,135,80.0,-135,80.0,135,0,8991042.967,1393231061.598,29343789170.796
25.0,0,44.721,135,25.0,-45,25.0,-135,0,8991042.967,321542597.786,7336633.223
25.0,0,44.721,135,25.0,-45,25.0,-45,0,8991042.967,321542597.786,41874439.034
25.0,0,44.721,135,25.0,-45,25.0,45,0,8991042.967,321542597.786,778207144.127
25.0,0,44.721,135,25.0,-45,25.0,135,0,8991042.967,321542597.786,134194597.689
25.0,0,44.721,135,25.0,-45,44.721,-135,0,8991042.967,321542597.786,19622867.412
25.0,0,44.721,135,25.0,-45,44.721,-45,0,8991042.967,321542597.786,6084853.787
25.0,0,44.721,135,25.0,-45,44.721,45,0,8991042.967,321542597.786,1057832962.46
25.0,0,44.721,135,25.0,-45,44.721,135,0,8991042.967,321542597.786,244669362.642
25.0,0,44.721,135,25.0,-45,80.0,-135,0,8991042.967,321542597.786,56381262.949
25.0,0,44.721,135,25.0,-45,80.0,-45,0,8991042.967,321542597.786,22058125.387
25.0,0,44.721,135,25.0,-45,80.0,45,0,8991042.967,321542597.786,1664914313.418
25.0,0,44.721,135,25.0,-45,80.0,135,0,8991042.967,321542597.786,524442071.899
25.0,0,44.721,135,44.721,-45,25.0,-135,0,8991042.967,399224127.405,118749398.534
25.0,0,44.721,135,44.721,-45,25.0,-45,0,8991042.967,399224127.405,5256350.78
25.0,0,44.721,135,44.721,-45,25.0,45,0,8991042.967,399224127.405,3253687966.44
25.0,0,44.721,135,44.721,-45,25.0,135,0,8991042.967,399224127.405,787299785.471
25.0,0,44.721,135,44.721,-45,44.721,-135,0,8991042.967,399224127.405,195495929.324
25.0,0,44.721,135,44.721,-45,44.721,-45,0,8991042.967,399224127.405,75219704.287
25.0,0,44.721,135,44.721,-45,44.721,45,0,8991042.967,399224127.405,4114613429.708
25.0,0,44.721,135,44.721,-45,44.721,135,0,8991042.967,399224127.405,1146421653.374
25.0,0,44.721,135,44.721,-45,80.0,-135,0,8991042.967,399224127.405,380263277.337
25.0,0,44.721,135,44.721,-45,80.0,-45,0,8991042.967,399224127.405,403472756.419
25.0,0,44.721,135,44.721,-45,80.0,45,0,8991042.967,399224127.405,5906521114.609
25.0,0,44.721,135,44.721,-45,80.0,135,0,8991042.967,399224127.405,1956688740.323
25.0,0,44.721,135,80.0,-45,25.0,-135,0,8991042.967,559134906.737,1871703355.93
25.0,0,44.721,135,80.0,-45,25.0,-45,0,8991042.967,559134906.737,2013287861.949
25.0,0,44.721,135,80.0,-45,25.0,45,0,8991042.967,559134906.737,20503856130.533
25.0,0,44.721,135,80.0,-45,25.0,135,0,8991042.967,559134906.737,6225474281.794
25.0,0,44.721,135,80.0,-45,44.721,-135,0,8991042.967,559134906.737,2437864833.853
25.0,0,44.721,135,80.0,-45,44.721,-45,0,8991042.967,559134906.737,3173045737.739
25.0,0,44.721,135,80.0,-45,44.721,45,0,8991042.967,559134906.737,24188558502.3
25.0,0,44.721,135,80.0,-45,44.721,135,0,8991042.967,559134906.737,7796317601.035
25.0,0,44.721,135,80.0,-45,80.0,-135,0,8991042.967,559134906.737,3637021786.408
25.0,0,44.721,135,80.0,-45,80.0,-45,0,8991042.967,559134906.737,5902980993.727
25.0,0,44.721,135,80.0,-45,80.0,45,0,8991042.967,559134906.737,31539247102.577
25.0,0,44.721,135,80.0,-45,80.0,135,0,8991042.967,559134906.737,11046782196.313
25.0,0,44.721,135,25.0,45,25.0,-135,0,8991042.967,16367445.899,437902876.757
25.0,0,44.721,135,25.0,45,25.0,-45,0,8991042.967,16367445.899,332647382.962
25.0,0,44.721,135,25.0,45,25.0,45,0,8991042.967,16367445.899,1544973.377
25.0,0,44.721,135,25.0,45,25.0,135,0,8991042.967,16367445.899,8079946.898
25.0,0,44.721,135,25.0,45,44.721,-135,0,8991042.967,16367445.899,797953190.684
25.0,0,44.721,135,25.0,45,44.721,-45,0,8991042.967,16367445.899,452475373.061
25.0,0,44.721,135,25.0,45,44.721,45,0,8991042.967,16367445.899,178346.509
25.0,0,44.721,135,25.0,45,44.721,135,0,8991042.967,16367445.899,22530229.604
25.0,0,44.721,135,25.0,45,80.0,-135,0,8991042.967,16367445.899,1709517812.516
25.0,0,44.721,135,25.0,45,80.0,-45,0,8991042.967,16367445.899,712726670.552
25.0,0,44.721,135,25.0,45,80.0,45,0,8991042.967,16367445.899,1094204.176
25.0,0,44.721,135,25.0,45,80.0,135,0,8991042.967,16367445.899,66468450.205
25.0,0,44.721,135,44.721,45,25.0,-135,0,8991042.967,24459703.574,2075806559.949
25.0,0,44.721,135,44.721,45,25.0,-45,0,8991042.967,24459703.574,1760140161.586
25.0,0,44.721,135,44.721,45,25.0,45,0,8991042.967,24459703.574,864775.587
25.0,0,44.721,135,44.721,45,25.0,135,0,8991042.967,24459703.574,7706847.537
25.0,0,44.721,135,44.721,45,44.721,-135,0,8991042.967,24459703.574,3021095364.613
25.0,0,44.721,135,44.721,45,44.721,-45,0,8991042.967,24459703.574,2226453611.827
25.0,0,44.721,135,44.721,45,44.721,45,0,8991042.967,24459703.574,11104485.132
25.0,0,44.721,135,44.721,45,44.721,135,0,8991042.967,24459703.574,12709921.558
25.0,0,44.721,135,44.721,45,80.0,-135,0,8991042.967,24459703.574,5153288889.581
25.0,0,44.721,135,44.721,45,80.0,-45,0,8991042.967,24459703.574,3197177362.555
25.0,0,44.721,135,44.721,45,80.0,45,0,8991042.967,24459703.574,58217790.65
25.0,0,44.721,135,44.721,45,80.0,135,0,8991042.967,24459703.574,24765579.964
25.0,0,44.721,135,80.0,45,25.0,-135,0,8991042.967,42977200.364,12952020950.319
25.0,0,44.721,135,80.0,45,25.0,-45,0,8991042.967,42977200.364,13592452743.465
25.0,0,44.721,135,80.0,45,25.0,45,0,8991042.967,42977200.364,623422254.869
25.0,0,44.721,135,80.0,45,25.0,135,0,8991042.967,42977200.364,3325649.469
25.0,0,44.721,135,80.0,45,44.721,-135,0,8991042.967,42977200.364,16216222971.588
25.0,0,44.721,135,80.0,45,44.721,-45,0,8991042.967,42977200.364,16036414359.75
25.0,0,44.721,135,80.0,45,44.721,45,0,8991042.967,42977200.364,982121045.974
25.0,0,44.721,135,80.0,45,44.721,135,0,8991042.967,42977200.364,4368975.923
25.0,0,44.721,135,80.0,45,80.0,-135,0,8991042.967,42977200.364,22969686485.344
25.0,0,44.721,135,80.0,45,80.0,-45,0,8991042.967,42977200.364,20912168904.912
25.0,0,44.721,135,80.0,45,80.0,45,0,8991042.967,42977200.364,1826265402.075
25.0,0,44.721,135,80.0,45,80.0,135,0,8991042.967,42977200.364,6591294.324
25.0,0,44.721,135,25.0,135,25.0,-135,0,8991042.967,6548569.712,1937618.836
25.0,0,44.721,135,25.0,135,25.0,-45,0,8991042.967,6548569.712,607278.478
25.0,0,44.721,135,25.0,135,25.0,45,0,8991042.967,6548569.712,164396.937
25.0,0,44.721,135,25.0,135,25.0,135,0,8991042.967,6548569.712,11046425.351
25.0,0,44.721,135,25.0,135,44.721,-135,0,8991042.967,6548569.712,2676015.411
25.0,0,44.721,135,25.0,135,44.721,-45,0,8991042.967,6548569.712,728124.927
25.0,0,44.721,135,25.0,135,44.721,45,0,8991042.967,6548569.712,470707.776
25.0,0,44.721,135,25.0,135,44.721,135,0,8991042.967,6548569.712,16008926.237
25.0,0,44.721,135,25.0,135,80.0,-135,0,8991042.967,6548569.712,4297983.591
25.0,0,44.721,135,25.0,135,80.0,-45,0,8991042.967,6548569.712,971651.051
25.0,0,44.721,135,25.0,135,80.0,45,0,8991042.967,6548569.712,1411575.898
25.0,0,44.721,135,25.0,135,80.0,135,0,8991042.967,6548569.712,27176400.501
25.0,0,44.721,135,44.721,135,25.0,-135,0,8991042.967,8680605.226,67973348.931
25.0,0,44.721,135,44.721,135,25.0,-45,0,8991042.967,8680605.226,50821073.893
25.0,0,44.721,135,44.721,135,25.0,45,0,8991042.967,8680605.226,1536740.932
25.0,0,44.721,135,44.721,135,25.0,135,0,8991042.967,8680605.226,63866.374
25.0,0,44.721,135,44.721,135,44.721,-135,0,8991042.967,8680605.226,86522558.612
25.0,0,44.721,135,44.721,135,44.721,-45,0,8991042.967,8680605.226,60547272.465
25.0,0,44.721,135,44.721,135,44.721,45,0,8991042.967,8680605.226,2533879.42
25.0,0,44.721,135,44.721,135,44.721,135,0,8991042.967,8680605.226,81303.359
25.0,0,44.721,135,44.721,135,80.0,-135,0,8991042.967,8680605.226,125281098.63
25.0,0,44.721,135,44.721,135,80.0,-45,0,8991042.967,8680605.226,80069512.789
25.0,0,44.721,135,44.721,135,80.0,45,0,8991042.967,8680605.226,4936412.068
25.0,0,44.721,135,44.721,135,80.0,135,0,8991042.967,8680605.226,117741.383
25.0,0,44.721,135,80.0,135,25.0,-135,0,8991042.967,13242875.619,1516304099.437
25.0,0,44.721,135,80.0,135,25.0,-45,0,8991042.967,13242875.619,2970289463.586
25.0,0,44.721,135,80.0,135,25.0,45,0,8991042.967,13242875.619,490217010.235
25.0,0,44.721,135,80.0,135,25.0,135,0,8991042.967,13242875.619,154034255.376
25.0,0,44.721,135,80.0,135,44.721,-135,0,8991042.967,13242875.619,1792082710.919
25.0,0,44.721,135,80.0,135,44.721,-45,0,8991042.967,13242875.619,3387545870.998
25.0,0,44.721,135,80.0,135,44.721,45,0,8991042.967,13242875.619,638395088.315
25.0,0,44.721,135,80.0,135,44.721,135,0,8991042.967,13242875.619,186231909.204
25.0,0,44.721,135,80.0,135,80.0,-135,0,8991042.967,13242875.619,2342869549.585
25.0,0,44.721,135,80.0,135,80.0,-45,0,8991042.967,13242875.619,4202362317.883
25.0,0,44.721,135,80.0,135,80.0,45,0,8991042.967,13242875.619,952213041.958
25.0,0,44.721,135,80.0,135,80.0,135,0,8991042.967,13242875.619,251447724.806
25.0,0,80.0,135,25.0,-135,25.0,-135,0,20425284.399,5501298028.366,3696714889.67
25.0,0,80.0,135,25.0,-135,25.0,-45,0,20425284.399,5501298028.366,277757.069
25.0,0,80.0,135,25.0,-135,25.0,45,0,20425284.399,5501298028.366,88139801.98
25.0,0,80.0,135,25.0,-135,25.0,135,0,20425284.399,5501298028.366,5659123643.72
25.0,0,80.0,135,25.0,-135,44.721,-135,0,20425284.399,5501298028.366,5157669699.276
25.0,0,80.0,135,25.0,-135,44.721,-45,0,20425284.399,5501298028.366,1226187.308
25.0,0,80.0,135,25.0,-135,44.721,45,0,20425284.399,5501298028.366,102074015.812
25.0,0,80.0,135,25.0,-135,44.721,135,0,20425284.399,5501298028.366,7205622284.621
25.0,0,80.0,135,25.0,-135,80.0,-135,0,20425284.399,5501298028.366,8376649593.815
25.0,0,80.0,135,25.0,-135,80.0,-45,0,20425284.399,5501298028.366,16248220.747
25.0,0,80.0,135,25.0,-135,80.0,45,0,20425284.399,5501298028.366,129550769.39
25.0,0,80.0,135,25.0,-135,80.0,135,0,20425284.399,5501298028.366,10437604834.704
25.0,0,80.0,135,44.721,-135,25.0,-135,0,20425284.399,6592613984.665,4413578725.792
25.0,0,80.0,135,44.721,-135,25.0,-45,0,20425284.399,6592613984.665,267581.844
25.0,0,80.0,135,44.721,-135,25.0,45,0,20425284.399,6592613984.665,1193094885.568
25.0,0,80.0,135,44.721,-135,25.0,135,0,20425284.399,6592613984.665,13621049127.941
25.0,0,80.0,135,44.721,-135,44.721,-135,0,20425284.399,6592613984.665,5662140424.044
25.0,0,80.0,135,44.721,-135,44.721,-45,0,20425284.399,6592613984.665,706327.124
25.0,0,80.0,135,44.721,-135,44.721,45,0,20425284.399,6592613984.665,1353503771.563
25.0,0,80.0,135,44.721,-135,44.721,135,0,20425284.399,6592613984.665,16547048735.12
25.0,0,80.0,135,44.721,-135,80.0,-135,0,20425284.399,6592613984.665,8283145676.121
25.0,0,80.0,135,44.721,-135,80.0,-45,0,20425284.399,6592613984.665,2012219.64
25.0,0,80.0,135,44.721,-135,80.0,45,0,20425284.399,6592613984.665,1665690165.352
25.0,0,80.0,135,44.721,-135,80.0,135,0,20425284.399,6592613984.665,22490989748.286
25.0,0,80.0,135,80.0,-135,25.0,-135,0,20425284.399,8791031759.804,3514295356.806
25.0,0,80.0,135,80.0,-135,25.0,-45,0,20425284.399,8791031759.804,46195893.093
25.0,0,80.0,135,80.0,-135,25.0,45,0,20425284.399,8791031759.804,13733775755.259
25.0,0,80.0,135,80.0,-135,25.0,135,0,20425284.399,8791031759.804,47781933429.018
25.0,0,80.0,135,80.0,-135,44.721,-135,0,20425284.399,8791031759.804,4171504975.699
25.0,0,80.0,135,80.0,-135,44.721,-45,0,20425284.399,8791031759.804,65197675.448
25.0,0,80.0,135,80.0,-135,44.721,45,0,20425284.399,8791031759.804,15214651230.286
25.0,0,80.0,135,80.0,-135,44.721,135,0,20425284.399,8791031759.804,55202105045.203
25.0,0,80.0,135,80.0,-135,80.0,-135,0,20425284.399,8791031759.804,5487635578.216
25.0,0,80.0,135,80.0,-135,80.0,-45,0,20425284.399,8791031759.804,107335498.853
25.0,0,80.0,135,80.0,-135,80.0,45,0,20425284.399,8791031759.804,18052895406.84
25.0,0,80.0,135,80.0,-135,80.0,135,0,20425284.399,8791031759.804,69811496407.966
25.0,0,80.0,135,25.0,-45,25.0,-135,0,20425284.399,5278633541.976,2551.003
25.0,0,80.0,135,25.0,-45,25.0,-45,0,20425284.399,5278633541.976,1143440646.965
25.0,0,80.0,135,25.0,-45,25.0,45,0,20425284.399,5278633541.976,5279681666.796
25.0,0,80.0,135,25.0,-45,25.0,135,0,20425284.399,5278633541.976,752639656.284
25.0,0,80.0,135,25.0,-45,44.721,-135,0,20425284.399,5278633541.976,96484.554
25.0,0,80.0,135,25.0,-45,44.721,-45,0,20425284.399,5278633541.976,788752972.817
25.0,0,80.0,135,25.0,-45,44.721,45,0,20425284.399,5278633541.976,6716495825.644
25.0,0,80.0,135,25.0,-45,44.721,135,0,20425284.399,5278633541.976,1626673552.225
25.0,0,80.0,135,25.0,-45,80.0,-135,0,20425284.399,5278633541.976,213102.042
25.0,0,80.0,135,25.0,-45,80.0,-45,0,20425284.399,5278633541.976,318059591.807
25.0,0,80.0,135,25.0,-45,80.0,45,0,20425284.399,5278633541.976,9717659581.927
25.0,0,80.0,135,25.0,-45,80.0,135,0,20425284.399,5278633541.976,4020183425.459
25.0,0,80.0,135,44.721,-45,25.0,-135,0,20425284.399,6166786667.708,2493740.306
25.0,0,80.0,135,44.721,-45,25.0,-45,0,20425284.399,6166786667.708,1080219614.142
25.0,0,80.0,135,44.721,-45,25.0,45,0,20425284.399,6166786667.708,14671696190.366
25.0,0,80.0,135,44.721,-45,25.0,135,0,20425284.399,6166786667.708,4008488969.733
25.0,0,80.0,135,44.721,-45,44.721,-135,0,20425284.399,6166786667.708,5919809.675
25.0,0,80.0,135,44.721,-45,44.721,-45,0,20425284.399,6166786667.708,600361745.13
25.0,0,80.0,135,44.721,-45,44.721,45,0,20425284.399,6166786667.708,17812055871.814
25.0,0,80.0,135,44.721,-45,44.721,135,0,20425284.399,6166786667.708,6192446680.272
25.0,0,80.0,135,44.721,-45,80.0,-135,0,20425284.399,6166786667.708,15686652.575
25.0,0,80.0,135,44.721,-45,80.0,-45,0,20425284.399,6166786667.708,90995185.913
25.0,0,80.0,135,44.721,-45,80.0,45,0,20425284.399,6166786667.708,24188966987.592
25.0,0,80.0,135,44.721,-45,80.0,135,0,20425284.399,6166786667.708,11279399616.497
25.0,0,80.0,135,80.0,-45,25.0,-135,0,20425284.399,7927791460.446,269249212.935
25.0,0,80.0,135,80.0,-45,25.0,-45,0,20425284.399,7927791460.446,27560579.023
25.0,0,80.0,135,80.0,-45,25.0,45,0,20425284.399,7927791460.446,61093257456.756
25.0,0,80.0,135,80.0,-45,25.0,135,0,20425284.399,7927791460.446,23994388356.027
25.0,0,80.0,135,80.0,-45,44.721,-135,0,20425284.399,7927791460.446,379999716.634
25.0,0,80.0,135,80.0,-45,44.721,-45,0,20425284.399,7927791460.446,73744552.524
25.0,0,80.0,135,80.0,-45,44.721,45,0,20425284.399,7927791460.446,70553146524.744
25.0,0,80.0,135,80.0,-45,44.721,135,0,20425284.399,7927791460.446,30649006194.803
25.0,0,80.0,135,80.0,-45,80.0,-135,0,20425284.399,7927791460.446,625596949.554
25.0,0,80.0,135,80.0,-45,80.0,-45,0,20425284.399,7927791460.446,1111621707.624
25.0,0,80.0,135,80.0,-45,80.0,45,0,20425284.399,7927791460.446,89173906372.315
25.0,0,80.0,135,80.0,-45,80.0,135,0,20425284.399,7927791460.446,44582659264.666
25.0,0,80.0,135,25.0,45,25.0,-135,0,20425284.399,1112017898.98,1376379889.189
25.0,0,80.0,135,25.0,45,25.0,-45,0,20425284.399,1112017898.98,3187310341.621
25.0,0,80.0,135,25.0,45,25.0,45,0,20425284.399,1112017898.98,127087593.224
25.0,0,80.0,135,25.0,45,25.0,135,0,20425284.399,1112017898.98,2095801.696
25.0,0,80.0,135,25.0,45,44.721,-135,0,20425284.399,1112017898.98,2975427781.452
25.0,0,80.0,135,25.0,45,44.721,-45,0,20425284.399,1112017898.98,4055578120.467
25.0,0,80.0,135,25.0,45,44.721,45,0,20425284.399,1112017898.98,87091559.301
25.0,0,80.0,135,25.0,45,44.721,135,0,20425284.399,1112017898.98,9839506.552
25.0,0,80.0,135,25.0,45,80.0,-135,0,20425284.399,1112017898.98,7354794740.696
25.0,0,80.0,135,25.0,45,80.0,-45,0,20425284.399,1112017898.98,5869415516.813
25.0,0,80.0,135,25.0,45,80.0,45,0,20425284.399,1112017898.98,34339298.356
25.0,0,80.0,135,25.0,45,80.0,135,0,20425284.399,1112017898.98,128548199.549
25.0,0,80.0,135,44.721,45,25.0,-135,0,20425284.399,1404463428.455,6903711470.702
25.0,0,80.0,135,44.721,45,25.0,-45,0,20425284.399,1404463428.455,9724453217.788
25.0,0,80.0,135,44.721,45,25.0,45,0,20425284.399,1404463428.455,229054869.263
25.0,0,80.0,135,44.721,45,25.0,135,0,20425284.399,1404463428.455,25575391.311
25.0,0,80.0,135,44.721,45,44.721,-135,0,20425284.399,1404463428.455,10664022124.745
25.0,0,80.0,135,44.721,45,44.721,-45,0,20425284.399,1404463428.455,11807198240.255
25.0,0,80.0,135,44.721,45,44.721,45,0,20425284.399,1404463428.455,126404802.48
25.0,0,80.0,135,44.721,45,44.721,135,0,20425284.399,1404463428.455,64761415.638
25.0,0,80.0,135,44.721,45,80.0,-135,0,20425284.399,1404463428.455,19422212253.782
25.0,0,80.0,135,44.721,45,80.0,-45,0,20425284.399,1404463428.455,16036770532.324
25.0,0,80.0,135,44.721,45,80.0,45,0,20425284.399,1404463428.455,18329926.841
25.0,0,80.0,135,44.721,45,80.0,135,0,20425284.399,1404463428.455,179471549.502
25.0,0,80.0,135,80.0,45,25.0,-135,0,20425284.399,2012687777.684,38032790669.091
25.0,0,80.0,135,80.0,45,25.0,-45,0,20425284.399,2012687777.684,44851201384.059
25.0,0,80.0,135,80.0,45,25.0,45,0,20425284.399,2012687777.684,9360561.397
25.0,0,80.0,135,80.0,45,25.0,135,0,20425284.399,2012687777.684,17448228.908
25.0,0,80.0,135,80.0,45,44.721,-135,0,20425284.399,2012687777.684,48576665602.363
25.0,0,80.0,135,80.0,45,44.721,-45,0,20425284.399,2012687777.684,51798399892.898
25.0,0,80.0,135,80.0,45,44.721,45,0,20425284.399,2012687777.684,28027761.547
25.0,0,80.0,135,80.0,45,44.721,135,0,20425284.399,2012687777.684,24661996.694
25.0,0,80.0,135,80.0,45,80.0,-135,0,20425284.399,2012687777.684,70652647949.36
25.0,0,80.0,135,80.0,45,80.0,-45,0,20425284.399,2012687777.684,65473584188.897
25.0,0,80.0,135,80.0,45,80.0,45,0,20425284.399,2012687777.684,409572562.151
25.0,0,80.0,135,80.0,45,80.0,135,0,20425284.399,2012687777.684,40672376.732
25.0,0,80.0,135,25.0,135,25.0,-135,0,20425284.399,32900085.312,228847969.095
25.0,0,80.0,135,25.0,135,25.0,-45,0,20425284.399,32900085.312,121851603.643
25.0,0,80.0,135,25.0,135,25.0,45,0,20425284.399,32900085.312,794489.915
25.0,0,80.0,135,25.0,135,25.0,135,0,20425284.399,32900085.312,1579546799.514
25.0,0,80.0,135,25.0,135,44.721,-135,0,20425284.399,32900085.312,292552279.122
25.0,0,80.0,135,25.0,135,44.721,-45,0,20425284.399,32900085.312,139837725.547
25.0,0,80.0,135,25.0,135,44.721,45,0,20425284.399,32900085.312,4347895.826
25.0,0,80.0,135,25.0,135,44.721,135,0,20425284.399,32900085.312,2202358864.432
25.0,0,80.0,135,25.0,135,80.0,-135,0,20425284.399,32900085.312,426002204.787
25.0,0,80.0,135,25.0,135,80.0,-45,0,20425284.399,32900085.312,175100606.387
25.0,0,80.0,135,25.0,135,80.0,45,0,20425284.399,32900085.312,54904171.688
25.0,0,80.0,135,25.0,135,80.0,135,0,20425284.399,32900085.312,3574124588.806
25.0,0,80.0,135,44.721,135,25.0,-135,0,20425284.399,40200994.387,1080837816.479
25.0,0,80.0,135,44.721,135,25.0,-45,0,20425284.399,40200994.387,34.801
25.0,0,80.0,135,44.721,135,25.0,45,0,20425284.399,40200994.387,4363823.375
25.0,0,80.0,135,44.721,135,25.0,135,0,20425284.399,40200994.387,1605043203.709
25.0,0,80.0,135,44.721,135,44.721,-135,0,20425284.399,40200994.387,1315465461.991
25.0,0,80.0,135,44.721,135,44.721,-45,0,20425284.399,40200994.387,74.229
25.0,0,80.0,135,44.721,135,44.721,45,0,20425284.399,40200994.387,11050443.773
25.0,0,80.0,135,44.721,135,44.721,135,0,20425284.399,40200994.387,2057689086.238
25.0,0,80.0,135,44.721,135,80.0,-135,0,20425284.399,40200994.387,1792637122.507
25.0,0,80.0,135,44.721,135,80.0,-45,0,20425284.399,40200994.387,194.498
25.0,0,80.0,135,44.721,135,80.0,45,0,20425284.399,40200994.387,30624704.464
25.0,0,80.0,135,44.721,135,80.0,135,0,20425284.399,40200994.387,3007507969.371
25.0,0,80.0,135,80.0,135,25.0,-135,0,20425284.399,55085280.261,7461535436.127
25.0,0,80.0,135,80.0,135,25.0,-45,0,20425284.399,55085280.261,1795467609.748
25.0,0,80.0,135,80.0,135,25.0,45,0,20425284.399,55085280.261,3479687.27
25.0,0,80.0,135,80.0,135,25.0,135,0,20425284.399,55085280.261,757011581.635
25.0,0,80.0,135,80.0,135,44.721,-135,0,20425284.399,55085280.261,8626195311.835
25.0,0,80.0,135,80.0,135,44.721,-45,0,20425284.399,55085280.261,1990477659.804
25.0,0,80.0,135,80.0,135,44.721,45,0,20425284.399,55085280.261,4917552.732
25.0,0,80.0,135,80.0,135,44.721,135,0,20425284.399,55085280.261,897618353.806
25.0,0,80.0,135,80.0,135,80.0,-135,0,20425284.399,55085280.261,10920264529.464
25.0,0,80.0,135,80.0,135,80.0,-45,0,20425284.399,55085280.261,2364405901.552
25.0,0,80.0,135,80.0,135,80.0,45,0,20425284.399,55085280.261,8108504.166
25.0,0,80.0,135,80.0,135,80.0,135,0,20425284.399,55085280.261,1179010489.755
44.721,0,25.0,45,25.0,-135,25.0,-135,0,114909161.14,815762553.18,2305093230.15
44.721,0,25.0,45,25.0,-135,25.0,-45,0,114909161.14,815762553.18,3989354.052
44.721,0,25.0,45,25.0,-135,25.0,45,0,114909161.14,815762553.18,173149983.068
44.721,0,25.0,45,25.0,-135,25.0,135,0,114909161.14,815762553.18,4244937717.667
44.721,0,25.0,45,25.0,-135,44.721,-135,0,114909161.14,815762553.18,3486790079.704
44.721,0,25.0,45,25.0,-135,44.721,-45,0,114909161.14,815762553.18,7761967.485
44.721,0,25.0,45,25.0,-135,44.721,45,0,114909161.14,815762553.18,228083370.188
44.721,0,25.0,45,25.0,-135,44.721,135,0,114909161.14,815762553.18,6095465337.965
44.721,0,25.0,45,25.0,-135,80.0,-135,0,114909161.14,815762553.18,6208554128.588
44.721,0,25.0,45,25.0,-135,80.0,-45,0,114909161.14,815762553.18,17614231.439
44.721,0,25.0,45,25.0,-135,80.0,45,0,114909161.14,815762553.18,345204222.961
44.721,0,25.0,45,25.0,-135,80.0,135,0,114909161.14,815762553.18,10238729651.473
44.721,0,25.0,45,44.721,-135,25.0,-135,0,114909161.14,1486185842.917,3162456767.719
44.721,0,25.0,45,44.721,-135,25.0,-45,0,114909161.14,1486185842.917,0.533
44.721,0,25.0,45,44.721,-135,25.0,45,0,114909161.14,1486185842.917,1172395359.985
44.721,0,25.0,45,44.721,-135,25.0,135,0,114909161.14,1486185842.917,11745535899.409
44.721,0,25.0,45,44.721,-135,44.721,-135,0,114909161.14,1486185842.917,4233841699.522
